file_names,original_script,remarks,spoken_text,fluency
2965acd6-ef22-e6cf-ba86-8527052f5844_2.wav,அந்தக்கூட்டில் ஒரு பறவை வாழ்கிறது.,,அந்த கூட்டி ஒரு பறவை வாழ்கிறது,4
2965acd6-ef22-e6cf-ba86-8527052f5844_3.wav,குளத்தில் சில தாமரை இலைகள் மிதக்கின்றன.,,சில தாமரை இலைகள் மிந்துகின்றன ,4
2965acd6-ef22-e6cf-ba86-8527052f5844_4.wav,ஒரு தவளை ஒரு தாமரை இலையின் மீது துள்ளிக்குதித்து அமர்ந்தது.,,தவளே ஒரு தாமரை இலையில் மீந்து துளி குடுது அமர்ந்து,4
2965acd6-ef22-e6cf-ba86-8527052f5844_5.wav,அந்தத் தவளையும் பறவையும் ஏதோ பேசுகின்றன.,,அந்த தவளையும் பறவையும் ஏதே ஏதோ பேகிறேன்,3
2965acd6-ef22-e6cf-ba86-8527052f5844_6.wav,பூங்காவின் ஓரத்தில் இருந்த குளத்தில்,,பூங்காவின் ஓரத்து இருந்த குளத்தில்,4
2965acd6-ef22-e6cf-ba86-8527052f5844_7.wav,ஒரு வாத்து நீந்திக்கொண்டிருந்தது.,,வா ஒரு வாத்து நீந்து <UNC> ,3
2965acd6-ef22-e6cf-ba86-8527052f5844_8.wav,"அந்த வாத்தைப் பார்த்த கலா, முத்து, முருகன் ஆகிய மூவரும்.",,அந்த வாத்து பார்த்த கலா முத்து முருகன் ஆகிய மூவரும் ,3
2965acd6-ef22-e6cf-ba86-8527052f5844_9.wav,"குளத்தைச் சுற்றி நின்று,",,குளத்தை சுற்றி நின்று ,4
2965acd6-ef22-e6cf-ba86-8527052f5844_10.wav,"'ஓ, வாத்து!' பாடலைப் பாடுகிறார்கள்.",,ஓ வாத்து பாடலை பாடி பாடுகிறார்கள்,3
2965acd6-ef22-e6cf-ba86-8527052f5844_11.wav,என் பெயர் தமிழரசன்.,,என் பெயர் தமிழ் அரசன் ,4
2965acd6-ef22-e6cf-ba86-8527052f5844_12.wav,எனக்கு ஏழு வயது.,,<UNC>-க்கு ஏழு வயது ,4
2965acd6-ef22-e6cf-ba86-8527052f5844_13.wav,நான் ரியா தொடக்கப் பள்ளியில் தொடக்கநிலை ஒன்று மாணவர்.,,நா ரியா தொடக்க பள்ளியில் தொக்கனில் ஒன்று மாணவன்,3
2965acd6-ef22-e6cf-ba86-8527052f5844_14.wav,"எனது பள்ளி எனது வீட்டுக்கு அருகில் இருப்பதால், பள்ளிக்கு நடந்தே வருகிறேன்.",,எனது பள்ளி எனது வீட்டுக்கு அருகில் இருப்பதால் பள்ளிக்கு நடந்தே வறுகிறேன்,3
2965acd6-ef22-e6cf-ba86-8527052f5844_15.wav,என் பள்ளி மிகப்பெரியது மற்றும் அழகானது.,,என் பள்ளி மிக பெருசு பெரியது மரும் அழகானது ,3
31542844-28ec-46dc-0945-0ab1c74e6ebe_0.wav,குளக்கரையில் ஒரு பெரிய மரம் இருக்கிறது.,Definitely Audio and original script mismatch,பூங்காவின் ஓரத்தில் இருந்த குளத்தில் ,4
31542844-28ec-46dc-0945-0ab1c74e6ebe_1.wav,அந்த மரக்கிளையில் ஒரு கூடு இருக்கிறது.,Definitely Audio and original script mismatch,ஒரு வாத்து நீந்திக்கொண்டிருந்தது ,4
31542844-28ec-46dc-0945-0ab1c74e6ebe_2.wav,அந்தக்கூட்டில் ஒரு பறவை வாழ்கிறது.,Definitely Audio and original script mismatch,அந்த வாத்தை பார்த்த கலா முத்து முருகன் ஆகிய மூவரும் ,3
31542844-28ec-46dc-0945-0ab1c74e6ebe_3.wav,குளத்தில் சில தாமரை இலைகள் மிதக்கின்றன.,Definitely Audio and original script mismatch,குளத்தை சுற்றி நின்று ,4
31542844-28ec-46dc-0945-0ab1c74e6ebe_4.wav,ஒரு தவளை ஒரு தாமரை இலையின் மீது துள்ளிக்குதித்து அமர்ந்தது.,Definitely Audio and original script mismatch,ஓ ஓ வாத்து பாடலை பாடுகிறார்கள் ,4
31542844-28ec-46dc-0945-0ab1c74e6ebe_5.wav,அந்தத் தவளையும் பறவையும் ஏதோ பேசுகின்றன.,Definitely Audio and original script mismatch,குளக்கரையில் ஒரு பெரிய மரம் இருக்கிறது ,4
31542844-28ec-46dc-0945-0ab1c74e6ebe_6.wav,பூங்காவின் ஓரத்தில் இருந்த குளத்தில்,Definitely Audio and original script mismatch,அந்த மர மரக்கிளையில் ஒரு சூடு கூடு இருக்கிறது,3
31542844-28ec-46dc-0945-0ab1c74e6ebe_7.wav,ஒரு வாத்து நீந்திக்கொண்டிருந்தது.,Definitely Audio and original script mismatch,அந்த கூட்டில் ஒரு பறவை வாழ்கிற ,4
31542844-28ec-46dc-0945-0ab1c74e6ebe_8.wav,"அந்த வாத்தைப் பார்த்த கலா, முத்து, முருகன் ஆகிய மூவரும்.",Definitely Audio and original script mismatch,குளத்தில் சில தாமரை இலைகள் மித மிதக்கின்றன ,3
31542844-28ec-46dc-0945-0ab1c74e6ebe_9.wav,"குளத்தைச் சுற்றி நின்று,",Definitely Audio and original script mismatch,ஒரு தவளை ஒரு தாமரை இலையில் மீது துள்ளி குதித்து அமர்ந்தது ,3
31542844-28ec-46dc-0945-0ab1c74e6ebe_10.wav,"'ஓ, வாத்து!' பாடலைப் பாடுகிறார்கள்.",Definitely Audio and original script mismatch,அந்தத் தவளையும் பறவையும் ஏதோ பேசுகின்றன ,3
31542844-28ec-46dc-0945-0ab1c74e6ebe_11.wav,என் பெயர் தமிழரசன்.,,என் பெயர் தமிழாரசன் ,4
31542844-28ec-46dc-0945-0ab1c74e6ebe_12.wav,எனக்கு ஏழு வயது.,,எனக்கு ஏளு வயசு ,4
31542844-28ec-46dc-0945-0ab1c74e6ebe_13.wav,நான் ரியா தொடக்கப் பள்ளியில் தொடக்கநிலை ஒன்று மாணவர்.,,வயது நான் ரியா தோடக்க பள்ளியில் தோடக்க நிலை ஒன்று மாணவர்,4
31542844-28ec-46dc-0945-0ab1c74e6ebe_14.wav,"எனது பள்ளி எனது வீட்டுக்கு அருகில் இருப்பதால், பள்ளிக்கு நடந்தே வருகிறேன்.",,எனது பள்ளி எனது வீட்டுக்கு அருகில் இருப்பதால் பள்ளிக்கு நடந்தே வருகிறேன்.,4
31542844-28ec-46dc-0945-0ab1c74e6ebe_15.wav,என் பள்ளி மிகப்பெரியது மற்றும் அழகானது.,,என் பள்ளி மிக மிகப் பெரியது மற்றும் அழகானது ,3
31542844-28ec-46dc-0945-0ab1c74e6ebe_16.wav,என் தோழி பிரியா அழுகிறாள்.,,என் தோழி பிரியா அழுகிறாள் ,4
31542844-28ec-46dc-0945-0ab1c74e6ebe_17.wav,அவளது பணப்பை தொலைந்ததால் அவள் சோகமாக இருக்கிறாள்.,,அவளது பன் பணப்பை தொலைந்ததால் அவள் சோகமாக இருக்கிறாள் ,4
31542844-28ec-46dc-0945-0ab1c74e6ebe_18.wav,நான் அவளிடம் பரிவுகொண்டு.,,நான் அவளிடம் பரிவு பரிவுகொடும் பரிவு கொண்டு ,3
31542844-28ec-46dc-0945-0ab1c74e6ebe_19.wav,பிரியாவை பள்ளி உணவகத்திற்கு அழைத்து வந்தேன்.,,ரியாவை பள்ளி உணவகத்திற்கு அளைத்து வந்தேன் ,3
31542844-28ec-46dc-0945-0ab1c74e6ebe_20.wav,"நான் அவளுக்கு ஒரு கிண்ணம் சூப்பும்,  ஒரு பால் பாக்கெட்டும் வாங்கிக் கொடுத்தேன்.",,நான் அவளுக்கு ஒரு கிண்ணம் சூப்பும் ஒரு பால் பாக் பாக்கெட்டும் வாங்கி கொண்டு கொடுத்தேன்,3
31542844-28ec-46dc-0945-0ab1c74e6ebe_21.wav,பிரியா என்னைக் கட்டிப்பிடித்து நன்றி சொன்னாள்.,,பிரியா பிரியா என்னை என்னை கட்டிப்பிடித்து நன்றி சொன்னாள். ,3
31542844-28ec-46dc-0945-0ab1c74e6ebe_22.wav,என் தோழியை மகிழ்ச்சியாகப் பார்க்க விரும்புகிறேன்.,,என் தோலியை மகிழ்ச்சியாக பார்க்க விரும்புகிறேன் ,4
31542844-28ec-46dc-0945-0ab1c74e6ebe_23.wav,நண்பர்களுக்கு உதவி தேவைப்பட்டால் உடனே உதவ வேண்டும் என்று என் பெற்றோர்கள் என்னிடம் கூறியிருக்கிறார்கள்.,,நண்பர்களுக்கு உதவி டேவைபட்டால் உடனே உதவ வேண்டும் என்று என் பெற்றோர்கள் என்னிடம் கூறி கூறியிருக்கிறார்கள் ,3
31542844-28ec-46dc-0945-0ab1c74e6ebe_24.wav,பிரியாவுக்கு உதவி செய்ததில் நான் பெருமிதம் கொள்கிறேன்.,,பிரியாவுக்கு உதவி செய்ததில் நான் பெருமிதம் கொள்கிறேன் ,3
400cc1e9-6a4c-dd26-1f21-02e4156e2fbe_0.wav,குளக்கரையில் ஒரு பெரிய மரம் இருக்கிறது.,,குளக் குளக்கிரையில் ஒரு பெரிய மரம் இ மரம் கிழைகுர்து இருக்கிறது ,3
400cc1e9-6a4c-dd26-1f21-02e4156e2fbe_1.wav,அந்த மரக்கிளையில் ஒரு கூடு இருக்கிறது.,,அந்த மர மரக்கிளையில் மரக்கிளை ஒரு கூடு இருந்த இருக்கிறது,3
400cc1e9-6a4c-dd26-1f21-02e4156e2fbe_2.wav,அந்தக்கூட்டில் ஒரு பறவை வாழ்கிறது.,,அந்த கூடு அந்த கூ ஒரு பறவை வாங்கு வாழ்கிறது ,3
400cc1e9-6a4c-dd26-1f21-02e4156e2fbe_3.wav,குளத்தில் சில தாமரை இலைகள் மிதக்கின்றன.,,குளத்தில் சில தாமரை இலைகள் மிதி மிதிங்கின்றன,3
400cc1e9-6a4c-dd26-1f21-02e4156e2fbe_4.wav,ஒரு தவளை ஒரு தாமரை இலையின் மீது துள்ளிக்குதித்து அமர்ந்தது.,,ஒரு தவளை ஒரு தாமரை இலையில் மீது துளி குத்து அமர்ந்தது ,3
400cc1e9-6a4c-dd26-1f21-02e4156e2fbe_5.wav,அந்தத் தவளையும் பறவையும் ஏதோ பேசுகின்றன.,,அந்த தவளையும் பறவையும் ஏ ஏதோ ஏதோ பேசுகின்றன ,3
400cc1e9-6a4c-dd26-1f21-02e4156e2fbe_6.wav,பூங்காவின் ஓரத்தில் இருந்த குளத்தில்,,பூங்காவின் ஓரத்தில் இருந்த குளத்தில்,4
400cc1e9-6a4c-dd26-1f21-02e4156e2fbe_7.wav,ஒரு வாத்து நீந்திக்கொண்டிருந்தது.,,ஒரு வாத்து நீந்துகொண்டு இருந்தது ,4
400cc1e9-6a4c-dd26-1f21-02e4156e2fbe_8.wav,"அந்த வாத்தைப் பார்த்த கலா, முத்து, முருகன் ஆகிய மூவரும்.",,இருந்தது அந்த வா வாத்தை பார்த்தா காலெ முது முருகன் ஆழகிய முருவரும்,2
400cc1e9-6a4c-dd26-1f21-02e4156e2fbe_9.wav,"குளத்தைச் சுற்றி நின்று,",,குளத்தை சுற்றி நின்று ,3
400cc1e9-6a4c-dd26-1f21-02e4156e2fbe_10.wav,"'ஓ, வாத்து!' பாடலைப் பாடுகிறார்கள்.",,ஒரு ஓ வாத்து பா பாடலை பாடுகிறார் ,2
400cc1e9-6a4c-dd26-1f21-02e4156e2fbe_11.wav,என் பெயர் தமிழரசன்.,,என் பெயர் தமி தமிழரசன் ,3
400cc1e9-6a4c-dd26-1f21-02e4156e2fbe_12.wav,எனக்கு ஏழு வயது.,,எனக்கு ஏழு வயது ,4
