file_names,original_script,remarks,spoken_text,fluency
5782e2b0-f197-18cf-61cf-0008954b5741_3.wav,குளத்தில் சில தாமரை இலைகள் மிதக்கின்றன.,,கூளத்தில் சில தா தாமரை இ இலைகள் மிதிக்கி மிதக்கின்றன ,3
5782e2b0-f197-18cf-61cf-0008954b5741_4.wav,ஒரு தவளை ஒரு தாமரை இலையின் மீது துள்ளிக்குதித்து அமர்ந்தது.,,ஒரு தாவளை ஒரு ஒரு தா தாமரை இலையில் மிது மிது துள்ளி துள்ளிகத்து ஆமி<UNC> ஆமிர்ந்தது ,2
5782e2b0-f197-18cf-61cf-0008954b5741_5.wav,அந்தத் தவளையும் பறவையும் ஏதோ பேசுகின்றன.,,அந்த தூவளையும் துவாளையும் பற பறவையும் எது பசுக்கின்றன ,2
5782e2b0-f197-18cf-61cf-0008954b5741_6.wav,பூங்காவின் ஓரத்தில் இருந்த குளத்தில்,,பூங்காவின்  ஒரத்தில் இரந்து குளத்தில்,3
5782e2b0-f197-18cf-61cf-0008954b5741_7.wav,ஒரு வாத்து நீந்திக்கொண்டிருந்தது.,,ஒரு வாத்து வாத்து நீந்தி ,3
5782e2b0-f197-18cf-61cf-0008954b5741_8.wav,"அந்த வாத்தைப் பார்த்த கலா, முத்து, முருகன் ஆகிய மூவரும்.",,அந்து அந்து வாத்தை வத்தைப்பார்த்து கா கலா  முத்து முது முருகன் ஆகிய மொவரும் ,2
5782e2b0-f197-18cf-61cf-0008954b5741_9.wav,என் பெயர் தமிழரசன்.,,என் பெயர் தமிழ் தமிழசன் ,3
5782e2b0-f197-18cf-61cf-0008954b5741_10.wav,எனக்கு ஏழு வயது.,,எனக்கு ஏழு வயது ,3
5782e2b0-f197-18cf-61cf-0008954b5741_11.wav,நான் ரியா தொடக்கப் பள்ளியில் தொடக்கநிலை ஒன்று மாணவர்.,,நான் ரியா ரியா துடக்கி துடக்கி துடக்கு பள்ளி பள்ளியில் தோடக்க தொடக்க நிலை ஒன் ஒன்று ஒன்று மாணவர் ,2
5782e2b0-f197-18cf-61cf-0008954b5741_12.wav,"எனது பள்ளி எனது வீட்டுக்கு அருகில் இருப்பதால், பள்ளிக்கு நடந்தே வருகிறேன்.",,எனது பள்ளி எனது வீட்டுகு வீட்டுக்கு ஆறக்கில் இருப்பத்தால் பள்ளிகு பள்ளிக்கு நடந்து வருகிரன்,2
5782e2b0-f197-18cf-61cf-0008954b5741_13.wav,என் பள்ளி மிகப்பெரியது மற்றும் அழகானது.,,என் பள்ளி மிகப்பெரிய மிகப்பெரியது மத்த மாத்ரம் அழகானது ,2
