file_names,original_script,remarks,spoken_text,fluency
869e511e-3864-4cfd-39e4-3afedc1ddac5_5.wav,அந்தத் தவளையும் பறவையும் ஏதோ பேசுகின்றன.,,அந்த தவ அந்த தவளையும் பறவையும் ஏ ஏது ஏதோ ஏசுகின்றன ,1
869e511e-3864-4cfd-39e4-3afedc1ddac5_6.wav,பூங்காவின் ஓரத்தில் இருந்த குளத்தில்,,பூங்காவில் ஓற ஓறத்தில் இரு இருந்த இருந்து இருந்த களத்தில் ,2
869e511e-3864-4cfd-39e4-3afedc1ddac5_7.wav,ஒரு வாத்து நீந்திக்கொண்டிருந்தது.,,ஒறு ஒறு  வாத்து நீந்தி நீந்திக்கொண்டிருகொண்டிருந்தது,2
869e511e-3864-4cfd-39e4-3afedc1ddac5_8.wav,"அந்த வாத்தைப் பார்த்த கலா, முத்து, முருகன் ஆகிய மூவரும்.",,அந்த வா வாத்தை பார்த்த கலா முத்து முருகன் ஆகிய மூவரும் ,2
869e511e-3864-4cfd-39e4-3afedc1ddac5_9.wav,"குளத்தைச் சுற்றி நின்று,",,கள களத்தை சுர் சுற்றி நின்று ,1
869e511e-3864-4cfd-39e4-3afedc1ddac5_10.wav,"'ஓ, வாத்து!' பாடலைப் பாடுகிறார்கள்.",,ஓ வாத்து பாடை பாடலை பாடுக்கிறார்கள்,2
869e511e-3864-4cfd-39e4-3afedc1ddac5_11.wav,என் பெயர் தமிழரசன்.,,என் பேரு பேர் தமிள் தமிளரசன்,2
869e511e-3864-4cfd-39e4-3afedc1ddac5_12.wav,எனக்கு ஏழு வயது.,,என் எனக்கு ஏழி வயது ,3
869e511e-3864-4cfd-39e4-3afedc1ddac5_13.wav,நான் ரியா தொடக்கப் பள்ளியில் தொடக்கநிலை ஒன்று மாணவர்.,,நான் ரியா ரியா தொத தொதக்க பள்ளி பள்ளியில் தொ தொதக்க நிலை ஒன்று மாணவர்,2
869e511e-3864-4cfd-39e4-3afedc1ddac5_14.wav,"எனது பள்ளி எனது வீட்டுக்கு அருகில் இருப்பதால், பள்ளிக்கு நடந்தே வருகிறேன்.",,என்னை என்னைது பள்ளி எனது வீடுக்கு அருகில் இருப்பத்தால் பள்ளிக்கு நடந்த்தை வரு வருக்கிறேன் ,2
869e511e-3864-4cfd-39e4-3afedc1ddac5_15.wav,என் பள்ளி மிகப்பெரியது மற்றும் அழகானது.,,பள்ளி மிகப் மிகப் மிகப்பெரியது மற்றும் அழுகான ,2
