file_names,original_script,remarks,spoken_text,fluency
3035f394-1a19-86ef-d3fa-a1a9f16fad8d_17.wav,அவளது பணப்பை தொலைந்ததால் அவள் சோகமாக இருக்கிறாள்.,,அவளது பண்பெய் தொலை தொலைந்தால் அவள் சோகமாக இருக்கா இருக்காரல்.,2
3035f394-1a19-86ef-d3fa-a1a9f16fad8d_18.wav,நான் அவளிடம் பரிவுகொண்டு.,,நான் அவளை பரிவு கொண் ,3
3035f394-1a19-86ef-d3fa-a1a9f16fad8d_19.wav,பிரியாவை பள்ளி உணவகத்திற்கு அழைத்து வந்தேன்.,,பிரியாவ பள்ளி உணா உணவக உணவகத்திற்கு அவளை அலைத்து வந்தேன் ,2
3035f394-1a19-86ef-d3fa-a1a9f16fad8d_20.wav,"நான் அவளுக்கு ஒரு கிண்ணம் சூப்பும்,  ஒரு பால் பாக்கெட்டும் வாங்கிக் கொடுத்தேன்.",,நான் அவ்ள்கு ஒரு கிண்ணம் குப்பும் ஒரு பால் பக்குத்தை வாகி கொடுத்தேன்,2
3035f394-1a19-86ef-d3fa-a1a9f16fad8d_21.wav,பிரியா என்னைக் கட்டிப்பிடித்து நன்றி சொன்னாள்.,,பிரியா எனக்கு கட்டிப்பிடித்து நன்று சொன்னால் ,3
3035f394-1a19-86ef-d3fa-a1a9f16fad8d_22.wav,என் தோழியை மகிழ்ச்சியாகப் பார்க்க விரும்புகிறேன்.,,தொலியா மகிழ்ச்சியா பார்க்க விரும்கிறேன் விரும்புறேன் ,2
3035f394-1a19-86ef-d3fa-a1a9f16fad8d_23.wav,நண்பர்களுக்கு உதவி தேவைப்பட்டால் உடனே உதவ வேண்டும் என்று என் பெற்றோர்கள் என்னிடம் கூறியிருக்கிறார்கள்.,,நண்பர்களும் உதவி <UNC> உடனே உடவ என்று என் பெரிய <UNC> என்னிடம் சூரிய <UNC>,2
3035f394-1a19-86ef-d3fa-a1a9f16fad8d_24.wav,பிரியாவுக்கு உதவி செய்ததில் நான் பெருமிதம் கொள்கிறேன்.,,பிரியாவுக்கு உதவி செய் செய்ததில் நான் பெருமிதம் கொள்கிறேன் ,3
3dc77730-9b36-a4c3-7dcd-3dbf3045dba1_0.wav,குளக்கரையில் ஒரு பெரிய மரம் இருக்கிறது.,,பெரிய மரம் இருக்குது ,3
3dc77730-9b36-a4c3-7dcd-3dbf3045dba1_1.wav,அந்த மரக்கிளையில் ஒரு கூடு இருக்கிறது.,,அந்த மரகிளளே ஒரு இருக்குது ,3
3dc77730-9b36-a4c3-7dcd-3dbf3045dba1_2.wav,அந்தக்கூட்டில் ஒரு பறவை வாழ்கிறது.,,புறா புறா இருக்கிறது பறக்கிறது ,3
3dc77730-9b36-a4c3-7dcd-3dbf3045dba1_3.wav,குளத்தில் சில தாமரை இலைகள் மிதக்கின்றன.,,தாமரை இ இளைக்கல் மிதக்கித்துன்றது ,2
3dc77730-9b36-a4c3-7dcd-3dbf3045dba1_4.wav,ஒரு தவளை ஒரு தாமரை இலையின் மீது துள்ளிக்குதித்து அமர்ந்தது.,,தவ<UNC> ஒரு தாமரை மித அர <UNC>,2
3dc77730-9b36-a4c3-7dcd-3dbf3045dba1_5.wav,அந்தத் தவளையும் பறவையும் ஏதோ பேசுகின்றன.,,<UNC>ளையும் புறாவையும் அந் பேசுக்கின்றன,3
3dc77730-9b36-a4c3-7dcd-3dbf3045dba1_6.wav,பூங்காவின் ஓரத்தில் இருந்த குளத்தில்,,இந்த குலா த் தில்,3
3dc77730-9b36-a4c3-7dcd-3dbf3045dba1_7.wav,ஒரு வாத்து நீந்திக்கொண்டிருந்தது.,,ஒரு வயதாது ,3
3dc77730-9b36-a4c3-7dcd-3dbf3045dba1_8.wav,"அந்த வாத்தைப் பார்த்த கலா, முத்து, முருகன் ஆகிய மூவரும்.",,அந்த வாந்தி பார்த்தது கலா முரிகன ஆகிய முவரும்,2
3dc77730-9b36-a4c3-7dcd-3dbf3045dba1_9.wav,"குளத்தைச் சுற்றி நின்று,",,தாச் சு ர் ரி ,2
3dc77730-9b36-a4c3-7dcd-3dbf3045dba1_10.wav,"'ஓ, வாத்து!' பாடலைப் பாடுகிறார்கள்.",,வாந்து பாடலை பாடு இக்கிரகள்,2
3dc77730-9b36-a4c3-7dcd-3dbf3045dba1_11.wav,என் பெயர் தமிழரசன்.,,பெயர் என் பெயர் தி தமிழிசன் ,3
3dc77730-9b36-a4c3-7dcd-3dbf3045dba1_12.wav,எனக்கு ஏழு வயது.,,ஏலு வயது ,4
3dc77730-9b36-a4c3-7dcd-3dbf3045dba1_13.wav,நான் ரியா தொடக்கப் பள்ளியில் தொடக்கநிலை ஒன்று மாணவர்.,,ரியா தாடிக்க பள்ளி பள்ளி பள்ளியெயில் ஒன்று மாணவர் ,2
3dc77730-9b36-a4c3-7dcd-3dbf3045dba1_14.wav,"எனது பள்ளி எனது வீட்டுக்கு அருகில் இருப்பதால், பள்ளிக்கு நடந்தே வருகிறேன்.",,பல்லி எனது வீட்டிக்கு அ ருகி ல் இருப்பதில் பள்ளிக்கு நாட ன் து,2
3dc77730-9b36-a4c3-7dcd-3dbf3045dba1_15.wav,என் பள்ளி மிகப்பெரியது மற்றும் அழகானது.,,என் பள்ளி மிகப்பெரியது மிரியம் அழகானது ,3
3dc77730-9b36-a4c3-7dcd-3dbf3045dba1_16.wav,என் தோழி பிரியா அழுகிறாள்.,,என் தோழி பிரியா அலகிறாள் ,4
3dc77730-9b36-a4c3-7dcd-3dbf3045dba1_17.wav,அவளது பணப்பை தொலைந்ததால் அவள் சோகமாக இருக்கிறாள்.,,அவாளது அவளது பா ன் பெய் இவள் சொல் சோகமாக இருக்கிறாள்,2
3dc77730-9b36-a4c3-7dcd-3dbf3045dba1_18.wav,நான் அவளிடம் பரிவுகொண்டு.,,அவிலிடம் பிரிவுக ந்தி ,3
3dc77730-9b36-a4c3-7dcd-3dbf3045dba1_19.wav,பிரியாவை பள்ளி உணவகத்திற்கு அழைத்து வந்தேன்.,,ப்ரியாவ பள்ளி உணவ உணவக இக்கு த்திகு வா ன் தா,2
3dc77730-9b36-a4c3-7dcd-3dbf3045dba1_20.wav,"நான் அவளுக்கு ஒரு கிண்ணம் சூப்பும்,  ஒரு பால் பாக்கெட்டும் வாங்கிக் கொடுத்தேன்.",,ஒரு கி ண் ந ம் ஒரு பால் வா ங் கி கொடுத்தேன்,2
3dc77730-9b36-a4c3-7dcd-3dbf3045dba1_21.wav,பிரியா என்னைக் கட்டிப்பிடித்து நன்றி சொன்னாள்.,,என் கா ட் டி பிடித்தாள் நா ன் ரி சொன்னால் ,2
3dc77730-9b36-a4c3-7dcd-3dbf3045dba1_22.wav,என் தோழியை மகிழ்ச்சியாகப் பார்க்க விரும்புகிறேன்.,,என் தாழியை மிகழ்ச்சியாக பார்க்க விரும்புகி றன் ,3
4fb8bc66-3cfd-b24c-8db2-f74613d7b92a_6.wav,பூங்காவின் ஓரத்தில் இருந்த குளத்தில்,,வின் ஒரத்தி ஒரத்தி சில் சில,2
4fb8bc66-3cfd-b24c-8db2-f74613d7b92a_7.wav,ஒரு வாத்து நீந்திக்கொண்டிருந்தது.,,அந்த வத்தை பார்த்த கல் லா கல் மு நித் ,1
4fb8bc66-3cfd-b24c-8db2-f74613d7b92a_8.wav,"அந்த வாத்தைப் பார்த்த கலா, முத்து, முருகன் ஆகிய மூவரும்.",Audio repeated as4fb8bc66-3cfd-b24c-8db2-f74613d7b92a_7.wav,அந்த வத்தை பார்த்த கல் லா கல் மு நித் ,1
4fb8bc66-3cfd-b24c-8db2-f74613d7b92a_9.wav,"குளத்தைச் சுற்றி நின்று,",Audio repeated as4fb8bc66-3cfd-b24c-8db2-f74613d7b92a_7.wav,அந்த வத்தை பார்த்த கல் லா கல் மு நித் ,1
4fb8bc66-3cfd-b24c-8db2-f74613d7b92a_10.wav,"'ஓ, வாத்து!' பாடலைப் பாடுகிறார்கள்.",Audio repeated as4fb8bc66-3cfd-b24c-8db2-f74613d7b92a_7.wav,அந்த வத்தை பார்த்த கல் லா கல் மு நித் ,1
4fb8bc66-3cfd-b24c-8db2-f74613d7b92a_11.wav,என் பெயர் தமிழரசன்.,Audio repeated as4fb8bc66-3cfd-b24c-8db2-f74613d7b92a_7.wav,அந்த வத்தை பார்த்த கல் லா கல் மு நித் ,1
4fb8bc66-3cfd-b24c-8db2-f74613d7b92a_12.wav,எனக்கு ஏழு வயது.,Audio repeated as4fb8bc66-3cfd-b24c-8db2-f74613d7b92a_7.wav,அந்த வத்தை பார்த்த கல் லா கல் மு நித் ,1
4fb8bc66-3cfd-b24c-8db2-f74613d7b92a_13.wav,நான் ரியா தொடக்கப் பள்ளியில் தொடக்கநிலை ஒன்று மாணவர்.,Audio repeated as4fb8bc66-3cfd-b24c-8db2-f74613d7b92a_7.wav,அந்த வத்தை பார்த்த கல் லா கல் மு நித் ,1
4fb8bc66-3cfd-b24c-8db2-f74613d7b92a_14.wav,"எனது பள்ளி எனது வீட்டுக்கு அருகில் இருப்பதால், பள்ளிக்கு நடந்தே வருகிறேன்.",Audio repeated as4fb8bc66-3cfd-b24c-8db2-f74613d7b92a_7.wav,அந்த வத்தை பார்த்த கல் லா கல் மு நித் ,1
4fb8bc66-3cfd-b24c-8db2-f74613d7b92a_15.wav,என் பள்ளி மிகப்பெரியது மற்றும் அழகானது.,Audio repeated as4fb8bc66-3cfd-b24c-8db2-f74613d7b92a_7.wav,அந்த வத்தை பார்த்த கல் லா கல் மு நித் ,1
4fb8bc66-3cfd-b24c-8db2-f74613d7b92a_16.wav,என் தோழி பிரியா அழுகிறாள்.,Audio repeated as4fb8bc66-3cfd-b24c-8db2-f74613d7b92a_7.wav,அந்த வத்தை பார்த்த கல் லா கல் மு நித் ,1
4fb8bc66-3cfd-b24c-8db2-f74613d7b92a_17.wav,அவளது பணப்பை தொலைந்ததால் அவள் சோகமாக இருக்கிறாள்.,Audio repeated as4fb8bc66-3cfd-b24c-8db2-f74613d7b92a_7.wav,அந்த வத்தை பார்த்த கல் லா கல் மு நித் ,1
4fb8bc66-3cfd-b24c-8db2-f74613d7b92a_18.wav,நான் அவளிடம் பரிவுகொண்டு.,Audio repeated as4fb8bc66-3cfd-b24c-8db2-f74613d7b92a_7.wav,அந்த வத்தை பார்த்த கல் லா கல் மு நித் ,1
4fb8bc66-3cfd-b24c-8db2-f74613d7b92a_19.wav,பிரியாவை பள்ளி உணவகத்திற்கு அழைத்து வந்தேன்.,Audio repeated as4fb8bc66-3cfd-b24c-8db2-f74613d7b92a_7.wav,அந்த வத்தை பார்த்த கல் லா கல் மு நித் ,1
4fb8bc66-3cfd-b24c-8db2-f74613d7b92a_20.wav,"நான் அவளுக்கு ஒரு கிண்ணம் சூப்பும்,  ஒரு பால் பாக்கெட்டும் வாங்கிக் கொடுத்தேன்.",Audio repeated as4fb8bc66-3cfd-b24c-8db2-f74613d7b92a_7.wav,அந்த வத்தை பார்த்த கல் லா கல் மு நித் ,1
4fb8bc66-3cfd-b24c-8db2-f74613d7b92a_21.wav,பிரியா என்னைக் கட்டிப்பிடித்து நன்றி சொன்னாள்.,Audio repeated as4fb8bc66-3cfd-b24c-8db2-f74613d7b92a_7.wav,அந்த வத்தை பார்த்த கல் லா கல் மு நித் ,1
4fb8bc66-3cfd-b24c-8db2-f74613d7b92a_22.wav,என் தோழியை மகிழ்ச்சியாகப் பார்க்க விரும்புகிறேன்.,Audio repeated as4fb8bc66-3cfd-b24c-8db2-f74613d7b92a_7.wav,அந்த வத்தை பார்த்த கல் லா கல் மு நித் ,1
4fb8bc66-3cfd-b24c-8db2-f74613d7b92a_23.wav,நண்பர்களுக்கு உதவி தேவைப்பட்டால் உடனே உதவ வேண்டும் என்று என் பெற்றோர்கள் என்னிடம் கூறியிருக்கிறார்கள்.,Audio repeated as4fb8bc66-3cfd-b24c-8db2-f74613d7b92a_7.wav,அந்த வத்தை பார்த்த கல் லா கல் மு நித் ,1
4fb8bc66-3cfd-b24c-8db2-f74613d7b92a_24.wav,பிரியாவுக்கு உதவி செய்ததில் நான் பெருமிதம் கொள்கிறேன்.,Audio repeated as4fb8bc66-3cfd-b24c-8db2-f74613d7b92a_7.wav,அந்த வத்தை பார்த்த கல் லா கல் மு நித் ,1
8ad067d2-4a53-d027-41c2-97115c0390eb_0.wav,குளக்கரையில் ஒரு பெரிய மரம் இருக்கிறது.,Audio jumbled up ,பூங்காவின் ஓரத்தில் இருந்து குளத்தில் ,2
8ad067d2-4a53-d027-41c2-97115c0390eb_1.wav,அந்த மரக்கிளையில் ஒரு கூடு இருக்கிறது.,Audio jumbled up ,ஒரு வாத்து நீந்திக்கொண்டிருந்தது அந்த வாத்தை பார்த்த ,2
8ad067d2-4a53-d027-41c2-97115c0390eb_2.wav,அந்தக்கூட்டில் ஒரு பறவை வாழ்கிறது.,Audio jumbled up ,பார்த்த கலா முத்து மு முருக்கன் ஆகி மூவரும் ,2
8ad067d2-4a53-d027-41c2-97115c0390eb_3.wav,குளத்தில் சில தாமரை இலைகள் மிதக்கின்றன.,Audio jumbled up ,குளத்தை சுற்றி நின்று ஓ வா ,2
8ad067d2-4a53-d027-41c2-97115c0390eb_4.wav,ஒரு தவளை ஒரு தாமரை இலையின் மீது துள்ளிக்குதித்து அமர்ந்தது.,Audio jumbled up ,சுற்றி நின்று ஓ வாத்து பாடின் பாடலை பாடுகிறார்கள் ,2
8ad067d2-4a53-d027-41c2-97115c0390eb_5.wav,அந்தத் தவளையும் பறவையும் ஏதோ பேசுகின்றன.,Audio jumbled up ,குளத் குளக்கரையில் ஓர் ஒரு பெரிய மரம் இருந் இருக்கிறது அந்த மரகிளையில் ,2
8ad067d2-4a53-d027-41c2-97115c0390eb_6.wav,பூங்காவின் ஓரத்தில் இருந்த குளத்தில்,Audio jumbled up ,அந்த மரக்கிளையில் அந்த மரக்கிளையில் ஒரு கூடு இருக்கிறது ,3
8ad067d2-4a53-d027-41c2-97115c0390eb_7.wav,ஒரு வாத்து நீந்திக்கொண்டிருந்தது.,Audio jumbled up ,அந்த கூடில் ஓர் புறா புறவே வாள்கிறது,2
8ad067d2-4a53-d027-41c2-97115c0390eb_8.wav,"அந்த வாத்தைப் பார்த்த கலா, முத்து, முருகன் ஆகிய மூவரும்.",Audio jumbled up ,வாள்கிறது குளத்தில் சில தாமரை தாமரை இலைகள் மதிக்கிநின்ற ,2
8ad067d2-4a53-d027-41c2-97115c0390eb_9.wav,"குளத்தைச் சுற்றி நின்று,",Audio jumbled up ,ஒரு தவளே ஒரு தாமரை இலையில் மீது துள்ளி துள்ளு குதிது அமிர் அமிர்ந்தது அந்த ,2
8ad067d2-4a53-d027-41c2-97115c0390eb_10.wav,"'ஓ, வாத்து!' பாடலைப் பாடுகிறார்கள்.",Audio jumbled up ,அமிர்ந்தது அந்த தவளேயும் பறவேயும் ஏதோ பேசினார்கள் ,2
8ad067d2-4a53-d027-41c2-97115c0390eb_11.wav,என் பெயர் தமிழரசன்.,,என் பெர் என் பெர் தமிளரசன்,3
8ad067d2-4a53-d027-41c2-97115c0390eb_12.wav,எனக்கு ஏழு வயது.,Audio mixed up with 88ad067d2-4a53-d027-41c2-97115c0390eb_13.wav,எனக்கு ஏலு வயது நான் ரியா தொடக்கநிலை  தொடக்கநிலை தொடக்க பள்ளியில் தொடக்கநிலை ஒன்று மாணவர் ,2
8ad067d2-4a53-d027-41c2-97115c0390eb_13.wav,நான் ரியா தொடக்கப் பள்ளியில் தொடக்கநிலை ஒன்று மாணவர்.,Audio mixed up with 8ad067d2-4a53-d027-41c2-97115c0390eb_12.wav,எனக்கு ஏலு வயது நான் ,4
